,Names,Phones,Website,Street,City,State,Zip,Clg_type,Award,Campus_setting,Campus_housing,Student_population,Student_to_faculty_ratio
320,Aveda Institute-Phoenix,(480) 593-2944,avedainspiregreatness.com/phoenix-campus/,8475 S Emerald Drive, Tempe,Arizona,85284,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,127 (all undergraduate),14 to 1
321,Aveda Institute-Portland,(503) 294-6000 x382,avedapdx.com/,325 Northwest 13th Avenue, Portland,Oregon,97209-3144,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,287 (all undergraduate),18 to 1
322,Aveda Institute-Provo,(801) 375-1501 x2023,avedainstituteprovo.com/,210 N. University Avenue, Provo,Utah,84601,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,92 (all undergraduate),10 to 1
323,Aveda Institute-South Florida,(727) 460-4883,www.beaveda.com/,4186 S. University Drive, Davie,Florida,33328,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,506 (all undergraduate),16 to 1
324,Aveda Institute-Tallahassee,(727) 460-4883,www.beaveda.com/,2020 W. Pensacola St., Tallahassee,Florida,32304,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Midsize,No,633 (all undergraduate),17 to 1
325,Aveda Institute-Tucson,(520) 207-3696,www.avedainstitutetucson.com/,145 S 6th Avenue, Tucson,Arizona,85701,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,215 (all undergraduate),17 to 1
326,Aveda Institute-Twin Falls,(208) 733-7777,www.avedaidaho.com/,837 Pole Line Road Suite 103, Twin Falls,Idaho,83301,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Remote,No,76 (all undergraduate),9 to 1
327,"Avenue Academy, A Cosmetology Institute",(505) 293-7511,www.theavenueacademy.com/,1512 Eubank Boulevard, Albuquerque,New Mexico,87112-3449,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,78 (all undergraduate),16 to 1
328,Avenue Five Institute,(512) 968-2835,www.avenuefive.edu/,8620 Burnet Rd Ste 300, Austin,Texas,78757,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,327 (all undergraduate),16 to 1
329,Avenue Five Institute-South Austin Campus,(512) 968-2835,www.avenuefive.edu/,500 E Ben White Boulevard Bld E Ste 100, Austin,Texas,78704-3259,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,109 (all undergraduate),14 to 1
330,Avera McKennan Hospital School of Radiologic Technology,(605) 322-1720,www.avera.org/,1325 South Cliff Avenue, Sioux Falls,South Dakota,57117-5045,"2-year, Private not-for-profit",Two but less than 4 years certificate,City: Midsize,No,24 (all undergraduate),12 to 1
331,Avera Sacred Heart Hospital,(605) 668-8158,www.averasacredheart.org/,501 Summit, Yankton,South Dakota,57078-3899,"2-year, Private not-for-profit",Two but less than 4 years certificate,Town: Remote,No,16 (all undergraduate),11 to 1
332,Avery James School of Cosmetology,(337) 477-9265,averyjamesschool.com/,2948 Ryan Street, Lake Charles,Louisiana,70601,"2-year, Private for-profit",One but less than two years certificate,City: Small,No,56 (all undergraduate),19 to 1
333,Avi Career Training,(703) 759-2200,www.avicareertraining.com/,10130-a Colvin Run Rd, Great Falls,Virginia,22066,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,36 (all undergraduate),7 to 1
334,Aviation Institute of Maintenance-Atlanta,(678) 377-5600,www.aviationmaintenance.edu/campuses/duluth-ga/index.html,2025 Satellite Pointe, Duluth,Georgia,30096,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,Suburb: Large,No,870 (all undergraduate),14 to 1
335,Aviation Institute of Maintenance-Charlotte,(980) 785-0700,www.aviationmaintenance.edu/campuses/charlotte-nc/index.html,7421 E. Independence Boulevard, Charlotte,North Carolina,28227-9403,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,185 (all undergraduate),14 to 1
336,Aviation Institute of Maintenance-Dallas,(214) 333-9711,www.aviationmaintenance.edu/campuses/dallas-tx/,400 E. Airport Freeway, Irving,Texas,75061,"2-year, Private for-profit",Two but less than 4 years certificate,City: Midsize,No,567 (all undergraduate),15 to 1
337,Aviation Institute of Maintenance-Freemont,(510) 553-9600,aviationmaintenance.edu/campuses/san-francisco-ca/,420 Whitney Place, Freemont,California,94539,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,Suburb: Large,No,280 (all undergraduate),12 to 1
338,Aviation Institute of Maintenance-Houston,(713) 644-7777,www.aviationmaintenance.edu/campuses/houston-tx/index.html,7651 Airport Blvd., Houston,Texas,77061,"2-year, Private for-profit",Two but less than 4 years certificate,City: Large,No,237 (all undergraduate),9 to 1
339,Aviation Institute of Maintenance-Indianapolis,(317) 243-4519,www.aviationmaintenance.edu/campuses/indianapolis-in/,7251 W. McCarty St., Indianapolis,Indiana,46241,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,193 (all undergraduate),13 to 1
340,Aviation Institute of Maintenance-Kansas City,(816) 753-9920,www.aviationmaintenance.edu/campuses/kansas-city-mo/index.html,4100 Raytown Road, Kansas City,Missouri,64129,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,173 (all undergraduate),10 to 1
341,Aviation Institute of Maintenance-Las Vegas,(702) 798-5511,www.aviationmaintenance.edu/campuses/las-vegas-nv/,5870 S. Eastern Ave., Las Vegas,Nevada,89119,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Midsize,No,292 (all undergraduate),14 to 1
342,Aviation Institute of Maintenance-Manassas,(703) 257-5515,www.aviationmaintenance.edu/campuses/washington-dc-va/,10640 Davidson Place, Manassas,Virginia,20109,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,Suburb: Large,No,181 (all undergraduate),11 to 1
343,Aviation Institute of Maintenance-Norfolk,(757) 363-2121,www.aviationmaintenance.edu/campuses/norfolk-va/,2329 E. Little Creek Road, Norfolk,Virginia,23518,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Midsize,No,230 (all undergraduate),15 to 1
344,Aviation Institute of Maintenance-Orlando,(407) 896-2800,www.aviationmaintenance.edu/campuses/orlando-fl/,2725 South US Highway 17/92, Casselberry,Florida,32707,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,Suburb: Large,No,248 (all undergraduate),16 to 1
345,Aviation Institute of Maintenance-Philadelphia,(215) 676-7700,www.aviationmaintenance.edu/campuses/philadelphia-pa/,3001 Grant Avenue, Philadelphia,Pennsylvania,19114-1018,"2-year, Private for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,358 (all undergraduate),11 to 1
346,Aviator College of Aeronautical Science and Technology,(772) 466-4822,www.aviator.edu/,3800 St Lucie Blvd, Fort Pierce,Florida,34946,"2-year, Private for-profit",Less than one year certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,Rural: Fringe,Yes,305 (all undergraduate),5 to 1
347,Award Beauty School,(301) 459-2509 x13,www.awardbeautyschool.com/,26 E Antietam St, Hagerstown,Maryland,21740-5610,"2-year, Private for-profit",One but less than two years certificate,City: Small,No,102 (all undergraduate),20 to 1
348,Ayers Career College,(318) 868-3000,www.ayers.edu/,8820 Jewella Ave, Shreveport,Louisiana,71118,"2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,174 (all undergraduate),15 to 1
349,Azusa Pacific University,(626) 969-3434,www.apu.edu/,901 E Alosta, Azusa,California,91702-7000,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,Suburb: Large,Yes,"9,006 (4,498 undergraduate)",10 to 1
350,B M Spurr School of Practical Nursing,(304) 843-3255,wvumedicine.org/reynolds-memorial/,800 Wheeling Ave, Glen Dale,West Virginia,26038,"2-year, Private not-for-profit",One but less than two years certificate,Suburb: Small,No,27 (all undergraduate),9 to 1
351,Baker College,(989) 729-3500,www.baker.edu/,1020 S Washington St, Owosso,Michigan,48867,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Doctor's degree - research/scholarship,Town: Distant,Yes,"6,028 (5,680 undergraduate)",8 to 1
352,Bakersfield College,(661) 395-4011,www.bakersfieldcollege.edu/,1801 Panorama Dr, Bakersfield,California,93305-1299,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,City: Large,No,"24,903 (all undergraduate)",29 to 1
353,Baldwin Beauty School-North Austin,(512) 458-4127,baldwinbeautyschools.com/,8440 Burnet Rd., Ste 140,Texas,78757-7068,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,83 (all undergraduate),15 to 1
354,Baldwin Beauty School-South Austin,(512) 441-6898,baldwinbeautyschools.com/,3005 S Lamar, Austin,Texas,78704-4785,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,45 (all undergraduate),15 to 1
355,Baldwin Park Adult & Community Education,(626) 939-4456,www.bpusd.net/,4640 N. Maine Ave, Baldwin Park,California,91706-4221,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,347 (all undergraduate),30 to 1
356,Baldwin Wallace University,(440) 826-2900,www.bw.edu/,275 Eastland Rd, Berea,Ohio,44017-2088,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Master's degree<br/>Post-master's certificate,Suburb: Large,Yes,"3,399 (2,860 undergraduate)",11 to 1
357,Baldy View Regional Occupational Program,(909) 947-3400,www.baldyviewrop.com/,1501 Bon View Avenue, Ontario,California,91761,"2-year, Public",One but less than two years certificate,City: Midsize,No,22 (all undergraduate),11 to 1
358,Ball State University,(765) 289-1241,www.bsu.edu/,2000 University Ave, Muncie,Indiana,47306,"4-year, Public",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Small,Yes,"21,597 (15,780 undergraduate)",14 to 1
359,Baltimore City Community College,(410) 462-8300,www.bccc.edu/,2901 Liberty Heights Avenue, Baltimore,Maryland,21215-7893,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Large,No,"4,181 (all undergraduate)",14 to 1
360,Baltimore Studio of Hair Design,(410) 539-1935,www.baltimorestudio.com/,318 N Howard St, Baltimore,Maryland,21201-3444,"2-year, Private for-profit",One but less than two years certificate,City: Large,No,22 (all undergraduate),25 to 1
361,Bancroft School of Massage Therapy,(508) 757-7923,www.bancroftsmt.com/,333 Shrewsbury St, Worcester,Massachusetts,01604,"2-year, Private for-profit",Less than one year certificate,City: Midsize,No,48 (all undergraduate),5 to 1
362,Baptist Health College Little Rock,(501) 202-6200,www.bhclr.edu/,11900 COLONEL GLENN RD STE 1000, Little Rock,Arkansas,72210-2827,"2-year, Private not-for-profit",One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,City: Midsize,No,661 (all undergraduate),10 to 1
363,Baptist Health System School of Health Professions,(210) 297-9636,www.bshp.edu/,8400 Datapoint Dr, San Antonio,Texas,78229,"4-year, primarily associate's, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree,City: Large,No,567 (all undergraduate),13 to 1
364,Barber & Beauty Institute of New York,(516) 486-5424,www.bbiny.edu/#,266 Greenwich Street, Hempstead,New York,11550-6317,"2-year, Private for-profit",Less than one year certificate,Suburb: Large,No,52 (all undergraduate),4 to 1
365,Barber Institute of Texas,(903) 236-9695,www.bit.edu/,2430 South High Street Ste B4, Longview,Texas,75602-3456,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,13 (all undergraduate),15 to 1
366,Barber School of Pittsburgh,(412) 458-6035,bsp.edu/,143 Steuben St, Pittsburgh,Pennsylvania,15220,"2-year, Private for-profit",One but less than two years certificate,City: Large,No,67 (all undergraduate),11 to 1
367,Barber Tech Academy,(803) 937-5730,www.barbertechacademy.com/,1650 Russell Street, Orangeburg,South Carolina,29115-6069,"2-year, Private for-profit",One but less than two years certificate,Town: Distant,No,67 (all undergraduate),14 to 1
368,Barclay College,(620) 862-5252,www.barclaycollege.edu/,607 N Kingman, Haviland,Kansas,67059-0288,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree<br/>Post-master's certificate,Rural: Remote,Yes,215 (166 undergraduate),11 to 1
369,Barrett and Company School of Hair Design,(859) 885-9136,barrett.edu/,973 South Main St. Kimberly Square, Nicholasville,Kentucky,40356-2152,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Fringe,No,40 (all undergraduate),13 to 1
370,Barstow Community College,(760) 252-2411,www.barstow.edu/,2700 Barstow Road, Barstow,California,92311,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Town: Distant,No,"2,444 (all undergraduate)",19 to 1
371,Barton County Community College,(620) 792-2701,www.bartonccc.edu/,245 NE 30th Road, Great Bend,Kansas,67530,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,Yes,"4,094 (all undergraduate)",18 to 1
372,Bastyr University,(425) 602-3000,www.bastyr.edu/,14500 Juanita Drive NE, Kenmore,Washington,98028-4966,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - professional practice,Suburb: Large,Yes,904 (109 undergraduate),11 to 1
373,Bates Technical College,(253) 680-7000,www.batestech.edu/,1101 S Yakima Ave, Tacoma,Washington,98405,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate,City: Midsize,No,"3,369 (all undergraduate)",16 to 1
374,Baton Rouge Community College,(866) 217-9823,www.mybrcc.edu/,201 Community College Drive, Baton Rouge,Louisiana,70806,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Midsize,No,"7,376 (all undergraduate)",26 to 1
375,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,(225) 387-7623,www.brgeneral.org/medical-education/school-of-nursing/,3616 North Blvd, Baton Rouge,Louisiana,70806,"2-year, Private not-for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate,City: Midsize,No,50 (all undergraduate),9 to 1
376,Baton Rouge School of Computers,(225) 923-2524,www.brsc.edu/,9352 Interline Ave, Baton Rouge,Louisiana,70809,"2-year, Private for-profit",One but less than two years certificate<br/>Associate's degree,City: Midsize,No,48 (all undergraduate),10 to 1
377,Bay Area Medical Academy,(415) 217-0077,www.bamasf.com/,530 Bush Street #201, San Francisco,California,94108-3623,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,160 (all undergraduate),20 to 1
378,Bay de Noc Community College,(906) 786-5802,www.baycollege.edu/,2001 N Lincoln Road, Escanaba,Michigan,49829-2511,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Town: Remote,Yes,"1,898 (all undergraduate)",18 to 1
379,Bay Mills Community College,(906) 248-3354 x8423,www.bmcc.edu/,12214 W Lakeshore Dr, Brimley,Michigan,49715,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Two but less than 4 years certificate<br/>Bachelor's degree,Rural: Distant,No,438 (all undergraduate),10 to 1
380,Bay Path University,(413) 565-1000,www.baypath.edu/,588 Longmeadow Street, Longmeadow,Massachusetts,01106,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - professional practice,Suburb: Large,Yes,"3,224 (1,795 undergraduate)",12 to 1
381,Bay State College,(617) 217-9000,www.baystate.edu/,31 St. James Avenue, Boston,Massachusetts,02116,"4-year, Private for-profit",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,City: Large,Yes,691 (all undergraduate),11 to 1
382,Bayamon Community College,(787) 780-4242,www.bccpr.org/,17 Maceo St, Bayamon,Puerto Rico,00961,"2-year, Private for-profit",One but less than two years certificate,City: Midsize,No,55 (all undergraduate),7 to 1
383,Bayshire Academy of Beauty Craft Inc,(989) 894-4923,www.bayshirebeautyacademy.edu/,917 Saginaw St, Bay City,Michigan,48708-5614,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Small,No,92 (all undergraduate),9 to 1
384,Beal University,(207) 947-4591,www.beal.edu/,99 Farm Road, Bangor,Maine,04401,"4-year, primarily associate's, Private for-profit",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree,City: Small,No,493 (all undergraduate),15 to 1
385,Beau Monde Academy of Cosmetology and Barbering,(503) 252-7444,www.beaumondeacademy.com/,2201 Lloyd Center Suite C304, Portland,Oregon,97232-1315,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,132 (all undergraduate),26 to 1
386,Beaufort County Community College,(252) 946-6194,www.beaufortccc.edu/,5337 US Highway 264 East, Washington,North Carolina,27889,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,"1,382 (all undergraduate)",9 to 1
387,Beaumont Adult School,(951) 845-6012,bas.beaumontusd.us/,1575 Cherry Ave, Beaumont,California,92223,"2-year, Public",One but less than two years certificate,Suburb: Large,No,78 (all undergraduate),15 to 1
388,Beauty Academy of South Florida,(305) 817-3577,www.basf.edu/,9800 NW 77 Avenue, Hialeah Gardens,Florida,33016-2421,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,373 (all undergraduate),39 to 1
389,Beauty Technical College Inc,(918) 456-9431,www.beautytechnicalcollege.com/,605  E. Downing Street, Tahlequah,Oklahoma,74465,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Town: Remote,No,12 (all undergraduate),6 to 1
390,Beaver Falls Beauty Academy,(724) 843-7700,bfbeauty.com/,720 13th St, Beaver Falls,Pennsylvania,15010-4208,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,25 (all undergraduate),13 to 1
391,Becker College,(877) 523-2537,www.becker.edu/,61 Sever St, Worcester,Massachusetts,01609-2165,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree,City: Midsize,Yes,"1,675 (1,638 undergraduate)",12 to 1
392,Beckfield College-Florence,(859) 371-9393 x85937,www.beckfield.edu/,16 Spiral Drive, Florence,Kentucky,41042,"4-year, primarily associate's, Private for-profit",One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,Suburb: Large,No,748 (all undergraduate),14 to 1
393,Belhaven University,(601) 968-5940,www.belhaven.edu/,1500 Peachtree St, Jackson,Mississippi,39202,"4-year, Private not-for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship,City: Midsize,Yes,"4,999 (2,025 undergraduate)",8 to 1
394,Bell Mar Beauty College,(708) 863-6644,www.bellmar.edu/,5717  W. Cermak Road, Cicero,Illinois,60804,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,81 (all undergraduate),15 to 1
395,Bella Academy of Cosmetology,(920) 684-1971,www.bellaacademyoshkosh.com/,1440 S 39th Street, Manitowoc,Wisconsin,54220,"2-year, Private for-profit",One but less than two years certificate,Town: Distant,No,5 (all undergraduate),4 to 1
396,Bella Capelli Academy,(412) 373-6309,monroeville.paulmitchell.edu/,151 Wyngate Drive, Monroeville,Pennsylvania,15146-2388,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,261 (all undergraduate),17 to 1
397,Bella Cosmetology and Barber College,(903) 494-5170,bellacollege.com/,5015A Wesley, Greenville,Texas,75402,"2-year, Private for-profit",One but less than two years certificate,Town: Distant,No,48 (all undergraduate),20 to 1
398,Bellarmine University,(502) 272-8263,www.bellarmine.edu/,2001 Newburg Rd, Louisville,Kentucky,40205-0671,"4-year, Private not-for-profit",Two but less than 4 years certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Doctor's degree - research/scholarship<br/>Doctor's degree - professional practice,City: Large,Yes,"3,293 (2,484 undergraduate)",13 to 1
399,Bellasa Professional Institute,(786) 631-5676,www.bellasa.edu/,744 NE 125th Street, North Miami,Florida,33161-0000,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,85 (all undergraduate),7 to 1
400,Belle Academy of Cosmetology LLC,(203) 528-0200,www.belleacademy.com/,27A South Commons Road, Waterbury,Connecticut,06704-1035,"2-year, Private for-profit",One but less than two years certificate,Suburb: Midsize,No,6 (all undergraduate),15 to 1
401,Bellevue College,(425) 564-1000,bellevuecollege.edu/,3000 Landerholm Cir SE, Bellevue,Washington,98007-6484,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,City: Midsize,Yes,"12,286 (all undergraduate)",14 to 1
402,Bellin College,(920) 433-6699,www.bellincollege.edu/,3201 Eaton Road, Green Bay,Wisconsin,54311,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship,Rural: Fringe,No,626 (471 undergraduate),14 to 1
403,Bellingham Technical College,(360) 752-7000,www.btc.edu/,3028 Lindbergh Ave, Bellingham,Washington,98225-1599,"4-year, primarily associate's, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree,City: Small,No,"1,848 (all undergraduate)",16 to 1
404,Bellus Academy,(858) 748-1490,www.bellusacademy.edu/,1130 Westloop Place, Manhattan,Kansas,66502-2838,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,City: Small,No,155 (all undergraduate),14 to 1
405,Bellus Academy-Chula Vista,(619) 474-6607 x0,www.bellusacademy.edu/,970 Broadway, Suite 110,California,91911,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,City: Large,No,334 (all undergraduate),28 to 1
406,Bellus Academy-El Cajon,(619) 442-3407,www.bellusacademy.edu/,1073 E Main St, El Cajon,California,92021,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,Suburb: Large,No,184 (all undergraduate),18 to 1
407,Bellus Academy-Poway,(858) 748-1490 x0,www.bellusacademy.edu/,13266 Poway Rd, Poway,California,92064,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Two but less than 4 years certificate,City: Small,No,424 (all undergraduate),17 to 1
408,Belmont College,(740) 695-9500,www.belmontcollege.edu/,68094 Hammond Road, St Clairsville,Ohio,43950,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Rural: Fringe,No,802 (all undergraduate),17 to 1
409,Bemidji State University,(800) 475-2001,www.bemidjistate.edu/,1500 Birchmont Dr, Bemidji,Minnesota,56601,"4-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree,Town: Remote,Yes,"4,577 (4,165 undergraduate)",19 to 1
410,Ben Franklin Career Center,(304) 766-0369,benfranklinctc.weebly.com/,500 28th St, Dunbar,West Virginia,25064,"2-year, Public",One but less than two years certificate,Suburb: Midsize,No,29 (all undergraduate),10 to 1
411,Benedictine University,(630) 829-6000,www.ben.edu/,5700 College Rd, Lisle,Illinois,60532-0900,"4-year, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Doctor's degree - research/scholarship,Suburb: Large,Yes,"3,779 (2,299 undergraduate)",13 to 1
412,Bene's Career Academy,(727) 848-8415,www.benes.edu/,7027 US Hwy 19, New Port Richey,Florida,34652,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,Suburb: Large,No,292 (all undergraduate),9 to 1
413,Benjamin Franklin Institute of Technology,(617) 423-4630,www.bfit.edu/,41 Berkeley St, Boston,Massachusetts,02116,"4-year, primarily associate's, Private not-for-profit",Less than one year certificate<br/>Associate's degree<br/>Bachelor's degree,City: Large,No,463 (all undergraduate),9 to 1
414,Bennett Career Institute,(202) 526-1400,www.bennettcareerinstitute.org/,700 Monroe Street N.E., Washington,District of Columbia,20017,"2-year, Private for-profit",Less than one year certificate<br/>One but less than two years certificate,City: Large,No,267 (all undergraduate),20 to 1
415,Bentley University,(781) 891-2000,www.bentley.edu/,175 Forest St, Waltham,Massachusetts,02452-4705,"4-year, Private not-for-profit",Less than one year certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate<br/>Doctor's degree - research/scholarship,City: Small,Yes,"5,177 (4,061 undergraduate)",11 to 1
416,Bergen Community College,(201) 447-7200,www.bergen.edu/,400 Paramus Rd, Paramus,New Jersey,07652-1595,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,Suburb: Large,No,"11,409 (all undergraduate)",20 to 1
417,Berk Trade and Business School,(718) 729-0909,www.berktradeschool.com/,33-09 Queens Boulevard, Long Island City,New York,11101-8120,"2-year, Private for-profit",Less than one year certificate,City: Large,No,111 (all undergraduate),16 to 1
418,Berkeley City College,(510) 981-2800,www.berkeleycitycollege.edu/wp/,2050 Center Sreet, Berkeley,California,94704,"2-year, Public",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree,City: Midsize,No,"6,097 (all undergraduate)",35 to 1
419,Berkeley College-Woodland Park,(973) 278-5400,berkeleycollege.edu/,44 Rifle Camp Rd, Woodland Park,New Jersey,07424,"4-year, primarily associate's, Private for-profit",Less than one year certificate<br/>One but less than two years certificate<br/>Associate's degree<br/>Bachelor's degree<br/>Master's degree,Suburb: Large,No,"2,625 (2,451 undergraduate)",17 to 1
420,Berklee College of Music,(617) 747-2222,www.berklee.edu/,1140 Boylston St, Boston,Massachusetts,02215,"4-year, Private not-for-profit",One but less than two years certificate<br/>Two but less than 4 years certificate<br/>Bachelor's degree<br/>Postbaccalaureate certificate<br/>Master's degree<br/>Post-master's certificate,City: Large,Yes,"6,631 (6,004 undergraduate)",9 to 1
421,Berkowits School of Electrolysis,(718) 544-4234,estheticsschoolny.com/,107-25 Metropolitan Avenue, Forest Hills,New York,11375-6820,"2-year, Private for-profit",Less than one year certificate,City: Large,No,104 (all undergraduate),15 to 1
422,Berks Career & Technology Center,(610) 743-7630,www.berkscareer.com/,1057 County Road, Leesport,Pennsylvania,19533-9112,"2-year, Public",One but less than two years certificate,Suburb: Large,No,57 (all undergraduate),1 to 1
